country_name_short,country_name,election_date,start_date,cabinet_name,caretaker,cabinet_party,prime_minister,seats,election_seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,cabinet_id,previous_cabinet_id,party_id
ITA,Italy,1958-05-25,1960-07-26,Fanfani III,0,0,0,1,596,UV,Union Valdôtaine,Valdotanian Union,,26,507,810,615,974
ITA,Italy,1958-05-25,1960-07-26,Fanfani III,0,0,0,1,596,one-seat,one seat,one seat,,26,507,810,615,2302
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,1,1,273,596,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,507,347,810,1633
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,0,0,24,596,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,507,347,810,831
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,0,0,140,596,PCI,Partito Comunista Italiano,Communist Party,1.6,26,507,347,810,1088
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,0,0,17,596,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,507,347,810,487
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,0,0,14,596,PMP,Partito Monarchico Popolare,Popular Monarchist Party,7.4,26,507,347,810,421
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,0,0,11,596,PNM,Partito Nazionale Monarchico,Monarchist National Party,8.8,26,507,347,810,1050
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,1,0,6,596,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,507,347,810,93
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,1,0,22,596,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,507,347,810,242
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,0,0,84,596,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,507,347,810,1475
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,0,0,3,596,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,507,347,810,1030
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,0,0,1,596,UV,Union Valdôtaine,Valdotanian Union,,26,507,347,810,974
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,0,0,1,596,one-seat,one seat,one seat,,26,507,347,810,2302
ITA,Italy,1963-04-28,1963-06-21,Leone I,0,1,1,260,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,380,511,347,1633
ITA,Italy,1963-04-28,1963-06-21,Leone I,0,0,0,27,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,380,511,347,831
ITA,Italy,1963-04-28,1963-06-21,Leone I,0,0,0,166,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,380,511,347,1088
ITA,Italy,1963-04-28,1963-06-21,Leone I,0,0,0,8,630,PDIUM,Partito Democratico Italiano di Unità Monarchica,Italian Democratic Party of Monarchist Unity,7.4,26,380,511,347,1702
ITA,Italy,1963-04-28,1963-06-21,Leone I,0,0,0,39,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,380,511,347,487
ITA,Italy,1963-04-28,1963-06-21,Leone I,0,0,0,6,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,380,511,347,93
ITA,Italy,1963-04-28,1963-06-21,Leone I,0,0,0,33,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,380,511,347,242
ITA,Italy,1963-04-28,1963-06-21,Leone I,0,0,0,87,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,380,511,347,1475
ITA,Italy,1963-04-28,1963-06-21,Leone I,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,380,511,347,1030
ITA,Italy,1963-04-28,1963-06-21,Leone I,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,380,511,347,974
ITA,Italy,1963-04-28,1963-12-04,Moro I,0,1,1,260,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,380,818,511,1633
ITA,Italy,1963-04-28,1963-12-04,Moro I,0,0,0,27,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,380,818,511,831
ITA,Italy,1963-04-28,1963-12-04,Moro I,0,0,0,166,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,380,818,511,1088
ITA,Italy,1963-04-28,1963-12-04,Moro I,0,0,0,8,630,PDIUM,Partito Democratico Italiano di Unità Monarchica,Italian Democratic Party of Monarchist Unity,7.4,26,380,818,511,1702
ITA,Italy,1963-04-28,1963-12-04,Moro I,0,0,0,39,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,380,818,511,487
ITA,Italy,1963-04-28,1963-12-04,Moro I,0,1,0,6,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,380,818,511,93
ITA,Italy,1963-04-28,1963-12-04,Moro I,0,1,0,33,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,380,818,511,242
ITA,Italy,1963-04-28,1963-12-04,Moro I,0,1,0,87,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,380,818,511,1475
ITA,Italy,1963-04-28,1963-12-04,Moro I,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,380,818,511,1030
ITA,Italy,1963-04-28,1963-12-04,Moro I,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,380,818,511,974
ITA,Italy,1963-04-28,1964-07-22,Moro II,0,1,1,260,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,380,705,818,1633
ITA,Italy,1963-04-28,1964-07-22,Moro II,0,0,0,27,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,380,705,818,831
ITA,Italy,1963-04-28,1964-07-22,Moro II,0,0,0,166,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,380,705,818,1088
ITA,Italy,1963-04-28,1964-07-22,Moro II,0,0,0,8,630,PDIUM,Partito Democratico Italiano di Unità Monarchica,Italian Democratic Party of Monarchist Unity,7.4,26,380,705,818,1702
ITA,Italy,1963-04-28,1964-07-22,Moro II,0,0,0,39,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,380,705,818,487
ITA,Italy,1963-04-28,1964-07-22,Moro II,0,1,0,6,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,380,705,818,93
ITA,Italy,1963-04-28,1964-07-22,Moro II,0,1,0,33,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,380,705,818,242
ITA,Italy,1963-04-28,1964-07-22,Moro II,0,1,0,87,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,380,705,818,1475
ITA,Italy,1963-04-28,1964-07-22,Moro II,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,380,705,818,1030
ITA,Italy,1963-04-28,1964-07-22,Moro II,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,380,705,818,974
ITA,Italy,1963-04-28,1966-02-23,Moro III,0,1,1,260,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,380,433,705,1633
ITA,Italy,1963-04-28,1966-02-23,Moro III,0,0,0,27,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,380,433,705,831
ITA,Italy,1963-04-28,1966-02-23,Moro III,0,0,0,166,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,380,433,705,1088
ITA,Italy,1963-04-28,1966-02-23,Moro III,0,0,0,8,630,PDIUM,Partito Democratico Italiano di Unità Monarchica,Italian Democratic Party of Monarchist Unity,7.4,26,380,433,705,1702
ITA,Italy,1963-04-28,1966-02-23,Moro III,0,0,0,39,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,380,433,705,487
ITA,Italy,1963-04-28,1966-02-23,Moro III,0,1,0,6,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,380,433,705,93
ITA,Italy,1963-04-28,1966-02-23,Moro III,0,1,0,33,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,380,433,705,242
ITA,Italy,1963-04-28,1966-02-23,Moro III,0,1,0,87,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,380,433,705,1475
ITA,Italy,1963-04-28,1966-02-23,Moro III,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,380,433,705,1030
ITA,Italy,1963-04-28,1966-02-23,Moro III,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,380,433,705,974
ITA,Italy,1968-05-19,1968-06-24,Leone II,0,1,1,266,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,261,183,433,1633
ITA,Italy,1968-05-19,1968-06-24,Leone II,0,0,0,24,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,261,183,433,831
ITA,Italy,1968-05-19,1968-06-24,Leone II,0,0,0,177,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,261,183,433,1088
ITA,Italy,1968-05-19,1968-06-24,Leone II,0,0,0,6,630,PDIUM,Partito Democratico Italiano di Unità Monarchica,Italian Democratic Party of Monarchist Unity,7.4,26,261,183,433,1702
ITA,Italy,1968-05-19,1968-06-24,Leone II,0,0,0,31,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,261,183,433,487
ITA,Italy,1968-05-19,1968-06-24,Leone II,0,0,0,9,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,261,183,433,93
ITA,Italy,1968-05-19,1968-06-24,Leone II,0,0,0,91,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,261,183,433,1475
ITA,Italy,1968-05-19,1968-06-24,Leone II,0,0,0,23,630,PSIUP,Partito Socialista di Unità Proletaria,Socialist Party of Proletarian Unity,1.3,26,261,183,433,1593
ITA,Italy,1968-05-19,1968-06-24,Leone II,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,261,183,433,1030
ITA,Italy,1968-05-19,1968-12-12,Rumor I,0,1,1,266,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,261,554,183,1633
ITA,Italy,1968-05-19,1968-12-12,Rumor I,0,0,0,24,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,261,554,183,831
ITA,Italy,1968-05-19,1968-12-12,Rumor I,0,0,0,177,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,261,554,183,1088
ITA,Italy,1968-05-19,1968-12-12,Rumor I,0,0,0,6,630,PDIUM,Partito Democratico Italiano di Unità Monarchica,Italian Democratic Party of Monarchist Unity,7.4,26,261,554,183,1702
ITA,Italy,1968-05-19,1968-12-12,Rumor I,0,0,0,31,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,261,554,183,487
ITA,Italy,1968-05-19,1968-12-12,Rumor I,0,1,0,9,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,261,554,183,93
ITA,Italy,1968-05-19,1968-12-12,Rumor I,0,1,0,91,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,261,554,183,1475
ITA,Italy,1968-05-19,1968-12-12,Rumor I,0,0,0,23,630,PSIUP,Partito Socialista di Unità Proletaria,Socialist Party of Proletarian Unity,1.3,26,261,554,183,1593
ITA,Italy,1968-05-19,1968-12-12,Rumor I,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,261,554,183,1030
ITA,Italy,1968-05-19,1969-08-05,Rumor II,0,1,1,266,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,261,548,554,1633
ITA,Italy,1968-05-19,1969-08-05,Rumor II,0,0,0,24,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,261,548,554,831
ITA,Italy,1968-05-19,1969-08-05,Rumor II,0,0,0,177,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,261,548,554,1088
ITA,Italy,1968-05-19,1969-08-05,Rumor II,0,0,0,6,630,PDIUM,Partito Democratico Italiano di Unità Monarchica,Italian Democratic Party of Monarchist Unity,7.4,26,261,548,554,1702
ITA,Italy,1968-05-19,1969-08-05,Rumor II,0,0,0,31,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,261,548,554,487
ITA,Italy,1968-05-19,1969-08-05,Rumor II,0,0,0,9,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,261,548,554,93
ITA,Italy,1968-05-19,1969-08-05,Rumor II,0,0,0,29,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,261,548,554,242
ITA,Italy,1968-05-19,1969-08-05,Rumor II,0,0,0,62,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,261,548,554,1475
ITA,Italy,1968-05-19,1969-08-05,Rumor II,0,0,0,23,630,PSIUP,Partito Socialista di Unità Proletaria,Socialist Party of Proletarian Unity,1.3,26,261,548,554,1593
ITA,Italy,1968-05-19,1969-08-05,Rumor II,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,261,548,554,1030
ITA,Italy,1968-05-19,1970-03-27,Rumor III,0,1,1,266,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,261,113,548,1633
ITA,Italy,1968-05-19,1970-03-27,Rumor III,0,0,0,24,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,261,113,548,831
ITA,Italy,1968-05-19,1970-03-27,Rumor III,0,0,0,177,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,261,113,548,1088
ITA,Italy,1968-05-19,1970-03-27,Rumor III,0,0,0,6,630,PDIUM,Partito Democratico Italiano di Unità Monarchica,Italian Democratic Party of Monarchist Unity,7.4,26,261,113,548,1702
ITA,Italy,1968-05-19,1970-03-27,Rumor III,0,0,0,31,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,261,113,548,487
ITA,Italy,1968-05-19,1970-03-27,Rumor III,0,1,0,9,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,261,113,548,93
ITA,Italy,1968-05-19,1970-03-27,Rumor III,0,1,0,29,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,261,113,548,242
ITA,Italy,1968-05-19,1970-03-27,Rumor III,0,1,0,62,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,261,113,548,1475
ITA,Italy,1968-05-19,1970-03-27,Rumor III,0,0,0,23,630,PSIUP,Partito Socialista di Unità Proletaria,Socialist Party of Proletarian Unity,1.3,26,261,113,548,1593
ITA,Italy,1968-05-19,1970-03-27,Rumor III,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,261,113,548,1030
ITA,Italy,1968-05-19,1970-08-06,Colombo,0,1,1,266,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,261,89,113,1633
ITA,Italy,1968-05-19,1970-08-06,Colombo,0,0,0,24,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,261,89,113,831
ITA,Italy,1968-05-19,1970-08-06,Colombo,0,0,0,177,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,261,89,113,1088
ITA,Italy,1968-05-19,1970-08-06,Colombo,0,0,0,6,630,PDIUM,Partito Democratico Italiano di Unità Monarchica,Italian Democratic Party of Monarchist Unity,7.4,26,261,89,113,1702
ITA,Italy,1968-05-19,1970-08-06,Colombo,0,0,0,31,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,261,89,113,487
ITA,Italy,1968-05-19,1970-08-06,Colombo,0,1,0,9,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,261,89,113,93
ITA,Italy,1968-05-19,1970-08-06,Colombo,0,1,0,29,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,261,89,113,242
ITA,Italy,1968-05-19,1970-08-06,Colombo,0,1,0,62,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,261,89,113,1475
ITA,Italy,1968-05-19,1970-08-06,Colombo,0,0,0,23,630,PSIUP,Partito Socialista di Unità Proletaria,Socialist Party of Proletarian Unity,1.3,26,261,89,113,1593
ITA,Italy,1968-05-19,1970-08-06,Colombo,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,261,89,113,1030
ITA,Italy,1968-05-19,1972-02-17,Andreotti I,1,1,1,266,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,261,398,89,1633
ITA,Italy,1968-05-19,1972-02-17,Andreotti I,1,0,0,24,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,261,398,89,831
ITA,Italy,1968-05-19,1972-02-17,Andreotti I,1,0,0,177,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,261,398,89,1088
ITA,Italy,1968-05-19,1972-02-17,Andreotti I,1,0,0,6,630,PDIUM,Partito Democratico Italiano di Unità Monarchica,Italian Democratic Party of Monarchist Unity,7.4,26,261,398,89,1702
ITA,Italy,1968-05-19,1972-02-17,Andreotti I,1,0,0,31,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,261,398,89,487
ITA,Italy,1968-05-19,1972-02-17,Andreotti I,1,0,0,9,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,261,398,89,93
ITA,Italy,1968-05-19,1972-02-17,Andreotti I,1,0,0,29,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,261,398,89,242
ITA,Italy,1968-05-19,1972-02-17,Andreotti I,1,0,0,62,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,261,398,89,1475
ITA,Italy,1968-05-19,1972-02-17,Andreotti I,1,0,0,23,630,PSIUP,Partito Socialista di Unità Proletaria,Socialist Party of Proletarian Unity,1.3,26,261,398,89,1593
ITA,Italy,1968-05-19,1972-02-17,Andreotti I,1,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,261,398,89,1030
ITA,Italy,1972-05-07,1972-07-26,Andreotti II,0,1,1,266,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,65,439,398,1633
ITA,Italy,1972-05-07,1972-07-26,Andreotti II,0,0,0,56,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,65,439,398,831
ITA,Italy,1972-05-07,1972-07-26,Andreotti II,0,0,0,179,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,65,439,398,1088
ITA,Italy,1972-05-07,1972-07-26,Andreotti II,0,1,0,20,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,65,439,398,487
ITA,Italy,1972-05-07,1972-07-26,Andreotti II,0,0,0,15,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,65,439,398,93
ITA,Italy,1972-05-07,1972-07-26,Andreotti II,0,1,0,29,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,65,439,398,242
ITA,Italy,1972-05-07,1972-07-26,Andreotti II,0,0,0,61,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,65,439,398,1475
ITA,Italy,1972-05-07,1972-07-26,Andreotti II,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,65,439,398,1030
ITA,Italy,1972-05-07,1972-07-26,Andreotti II,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,65,439,398,974
ITA,Italy,1972-05-07,1973-07-07,Rumor IV,0,1,1,266,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,65,24,439,1633
ITA,Italy,1972-05-07,1973-07-07,Rumor IV,0,0,0,56,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,65,24,439,831
ITA,Italy,1972-05-07,1973-07-07,Rumor IV,0,0,0,179,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,65,24,439,1088
ITA,Italy,1972-05-07,1973-07-07,Rumor IV,0,0,0,20,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,65,24,439,487
ITA,Italy,1972-05-07,1973-07-07,Rumor IV,0,1,0,15,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,65,24,439,93
ITA,Italy,1972-05-07,1973-07-07,Rumor IV,0,1,0,29,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,65,24,439,242
ITA,Italy,1972-05-07,1973-07-07,Rumor IV,0,1,0,61,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,65,24,439,1475
ITA,Italy,1972-05-07,1973-07-07,Rumor IV,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,65,24,439,1030
ITA,Italy,1972-05-07,1973-07-07,Rumor IV,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,65,24,439,974
ITA,Italy,1972-05-07,1974-03-14,Rumor V,0,1,1,266,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,65,317,24,1633
ITA,Italy,1972-05-07,1974-03-14,Rumor V,0,0,0,56,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,65,317,24,831
ITA,Italy,1972-05-07,1974-03-14,Rumor V,0,0,0,179,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,65,317,24,1088
ITA,Italy,1972-05-07,1974-03-14,Rumor V,0,0,0,20,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,65,317,24,487
ITA,Italy,1972-05-07,1974-03-14,Rumor V,0,0,0,15,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,65,317,24,93
ITA,Italy,1972-05-07,1974-03-14,Rumor V,0,1,0,29,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,65,317,24,242
ITA,Italy,1972-05-07,1974-03-14,Rumor V,0,1,0,61,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,65,317,24,1475
ITA,Italy,1972-05-07,1974-03-14,Rumor V,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,65,317,24,1030
ITA,Italy,1972-05-07,1974-03-14,Rumor V,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,65,317,24,974
ITA,Italy,1972-05-07,1974-11-23,Moro IV,0,1,1,266,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,65,149,317,1633
ITA,Italy,1972-05-07,1974-11-23,Moro IV,0,0,0,56,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,65,149,317,831
ITA,Italy,1972-05-07,1974-11-23,Moro IV,0,0,0,179,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,65,149,317,1088
ITA,Italy,1972-05-07,1974-11-23,Moro IV,0,0,0,20,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,65,149,317,487
ITA,Italy,1972-05-07,1974-11-23,Moro IV,0,1,0,15,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,65,149,317,93
ITA,Italy,1972-05-07,1974-11-23,Moro IV,0,0,0,29,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,65,149,317,242
ITA,Italy,1972-05-07,1974-11-23,Moro IV,0,0,0,61,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,65,149,317,1475
ITA,Italy,1972-05-07,1974-11-23,Moro IV,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,65,149,317,1030
ITA,Italy,1972-05-07,1974-11-23,Moro IV,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,65,149,317,974
ITA,Italy,1972-05-07,1976-02-12,Moro V,0,1,1,266,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,65,842,149,1633
ITA,Italy,1972-05-07,1976-02-12,Moro V,0,0,0,56,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,65,842,149,831
ITA,Italy,1972-05-07,1976-02-12,Moro V,0,0,0,179,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,65,842,149,1088
ITA,Italy,1972-05-07,1976-02-12,Moro V,0,0,0,20,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,65,842,149,487
ITA,Italy,1972-05-07,1976-02-12,Moro V,0,0,0,15,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,65,842,149,93
ITA,Italy,1972-05-07,1976-02-12,Moro V,0,0,0,29,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,65,842,149,242
ITA,Italy,1972-05-07,1976-02-12,Moro V,0,0,0,61,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,65,842,149,1475
ITA,Italy,1972-05-07,1976-02-12,Moro V,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,65,842,149,1030
ITA,Italy,1972-05-07,1976-02-12,Moro V,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,65,842,149,974
ITA,Italy,1976-06-20,1976-07-29,Andreotti III,0,1,1,262,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,502,140,842,1633
ITA,Italy,1976-06-20,1976-07-29,Andreotti III,0,0,0,6,630,DP,Democrazia Proletaria,Proletarian Democracy,0.5,26,502,140,842,1424
ITA,Italy,1976-06-20,1976-07-29,Andreotti III,0,0,0,35,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,502,140,842,831
ITA,Italy,1976-06-20,1976-07-29,Andreotti III,0,0,0,228,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,502,140,842,1088
ITA,Italy,1976-06-20,1976-07-29,Andreotti III,0,0,0,5,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,502,140,842,487
ITA,Italy,1976-06-20,1976-07-29,Andreotti III,0,0,0,14,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,502,140,842,93
ITA,Italy,1976-06-20,1976-07-29,Andreotti III,0,0,0,15,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,502,140,842,242
ITA,Italy,1976-06-20,1976-07-29,Andreotti III,0,0,0,57,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,502,140,842,1475
ITA,Italy,1976-06-20,1976-07-29,Andreotti III,0,0,0,4,630,R,Radicali,Radicals,3.9732,26,502,140,842,1296
ITA,Italy,1976-06-20,1976-07-29,Andreotti III,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,502,140,842,1030
ITA,Italy,1976-06-20,1976-07-29,Andreotti III,0,0,0,1,630,etc,diversi,others,,26,502,140,842,825
ITA,Italy,1976-06-20,1978-03-11,Andreotti IV,0,1,1,262,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,502,245,140,1633
ITA,Italy,1976-06-20,1978-03-11,Andreotti IV,0,0,0,6,630,DP,Democrazia Proletaria,Proletarian Democracy,0.5,26,502,245,140,1424
ITA,Italy,1976-06-20,1978-03-11,Andreotti IV,0,0,0,35,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,502,245,140,831
ITA,Italy,1976-06-20,1978-03-11,Andreotti IV,0,0,0,228,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,502,245,140,1088
ITA,Italy,1976-06-20,1978-03-11,Andreotti IV,0,0,0,5,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,502,245,140,487
